event_id    , title                                                                 , Artist_name                                                , description                                                                                                                                                                                                                                     , category                        , audience, tags                                                                                                                           , date_start, doors_open_time, date_end, time_start , duration_min, venue_name                                                       , venue_address                               , localidad                , city  , lat        , lon         , price_min_cop, price_max_cop, is_free  , age_min        , organizer_name                                                       , source_name , source_url                                                              , image_url
BOG-0084    , Pink Floyd � Dark Side Moon Inmersivo                                 , Tributo & experiencia inmersiva Pink Floyd                 , M�sica / Experiencia inmersiva                                                                                                                                                                                                                  , M�sica / Experiencia inmersiva  , Jovenes , "Pink Floyd, Dark Side of the Moon, inmersivo, tributo, Bogot�, Teatro Col�n, experiencia visual"                              , 13/03/26  , 19:00          , 13/03/26, 19:00      ,          180, Teatro Col�n � Centro Nacional de las Artes Delia Zapata Olivella, Calle 10 #5-32                              , La Candelaria            , Bogot�, 4.5966666  , -74.0744201 ,        100000,        650000, FALSO    , 12             , Promotora Colombia S.A.S.                                            , TuBoleta    , https://tuboleta.com/es                                                 , 
BOG-0085    , El Rey Le�n                                                           , Producci�n del musical El Rey Le�n                         , Teatro / Musical familiar                                                                                                                                                                                                                       , Teatro / Musical familiar       , Ni�os   , "El Rey Le�n, musical, familia, Bogot�, Teatro Col�n, Disney"                                                                  , 06/12/25  , 15:00          , 06/12/25, 15:00      ,           90, Teatro Col�n � Centro Nacional de las Artes Delia Zapata Olivella, Calle 10 #5-32                              , La Candelaria            , Bogot�, 4.5966666  , -74.0744201 ,         60000,        200000, FALSO    , 3              , Producci�n oficial del musical El Rey Le�n en Bogot�                 , TuBoleta    , https://tuboleta.com/es                                                 , 
BOG-0086    , El Rey Le�n                                                           , Producci�n del musical El Rey Le�n                         , Teatro / Musical familiar                                                                                                                                                                                                                       , Teatro / Musical familiar       , Ni�os   , "El Rey Le�n, musical, familia, Bogot�, Teatro Col�n, Disney"                                                                  , 07/12/25  , 11:00          , 07/12/25, 11:00      ,           90, Teatro Col�n � Centro Nacional de las Artes Delia Zapata Olivella, Calle 10 #5-32                              , La Candelaria            , Bogot�, 4.5966666  , -74.0744201 ,         60000,        200000, FALSO    , 3              , Producci�n oficial del musical El Rey Le�n en Bogot�                 , TuBoleta    , https://tuboleta.com/es                                                 , 
BOG-0087    , Don Quijote                                                           , Ballet / Producci�n Internacional                          , Teatro / Danza cl�sica                                                                                                                                                                                                                          , Teatro / Danza cl�sica          , Ni�os   , "Don Quijote, ballet cl�sico, danza, Bogot�, Teatro Col�n, Cervantes, Minkus"                                                  , 06/12/25  , 19:00          , 06/12/25, 19:00      ,           90, Teatro Col�n � Centro Nacional de las Artes Delia Zapata Olivella, Calle 10 #5-32                              , La Candelaria            , Bogot�, 4.5966666  , -74.0744201 ,         60000,        200000, FALSO    , 3              , Teatro R101 / Ticket Fast S.A.S.                                     , TuBoleta    , https://tuboleta.com/es                                                 , 
BOG-0088    , Don Quijote                                                           , Ballet / Producci�n Internacional                          , Teatro / Danza cl�sica                                                                                                                                                                                                                          , Teatro / Danza cl�sica          , Ni�os   , "Don Quijote, ballet cl�sico, danza, Bogot�, Teatro Col�n, Cervantes, Minkus"                                                  , 07/12/25  , 16:00          , 07/12/25, 16:00      ,           90, Teatro Col�n � Centro Nacional de las Artes Delia Zapata Olivella, Calle 10 #5-32                              , La Candelaria            , Bogot�, 4.5966666  , -74.0744201 ,         60000,        200000, FALSO    , 3              , Teatro R101 / Ticket Fast S.A.S.                                     , TuBoleta    , https://tuboleta.com/es                                                 , 
BOG-0089    , Encuentro de Sonidos Electr�nicos � Planetario                        , "Niebla Media Art, Milkorva, Cero39, DJ Jappbeats"         , M�sica / Experiencia inmersiva                                                                                                                                                                                                                  , M�sica / Experiencia inmersiva  , Adultos , "electr�nica, arte digital, inmersivo, Planetario de Bogot�, Bogot�, m�sica electr�nica"                                       , 20/11/25  , 19:00          , 20/11/25, 19:00      ,           90, Planetario de Bogot�                                             , Calle 26 #59-60                             , Teusaquillo              , Bogot�, 4.612112517, -74.06891733,         60000,        200000, FALSO    , 18             , IDARTES / Planetario de Bogot�                                       , TuBoleta    , https://tuboleta.com/es                                                 , 
BOG-0090    , Fiesta Alicia en el Jard�n de las Maravillas                          , "Niebla Media Art, Santiago Rivas, Surfer Rosa"            , M�sica / Experiencia inmersiva                                                                                                                                                                                                                  , M�sica / Experiencia inmersiva  , Adultos , "Alicia, experiencia inmersiva, electr�nica, Bogot�, Planetario de Bogot�"                                                     , 29/11/25  , 20:00          , 29/11/25, 20:00      ,           90, Planetario de Bogot�                                             , Calle 26 #59-60                             , Teusaquillo              , Bogot�, 4.612112517, -74.06891733,         60000,        200000, FALSO    , 18             , IDARTES / Planetario de Bogot�                                       , TuBoleta    , https://tuboleta.com/es                                                 , 
BOG-0091    , Encuentro de Sonidos Electr�nicos: Circotronika                       , "Jhongo Beat, C-Tuan, VJ Natalia Vargas, Jade Cast"        , M�sica / Festival                                                                                                                                                                                                                               , M�sica / Festival               , Ni�os   , "electr�nica, Circotronika, m�sica en vivo, Bogot�, Teatro El Ensue�o"                                                         , 21/11/25  , 18:00          , 21/11/25, 18:00      ,           90, Teatro El Ensue�o                                                , Tv 70 D #60-90 Sur                          , Ciudad Bol�var           , Bogot�, 4.585988405, -74.15866781,         60000,        200000, FALSO    , 5              , IDARTES / Teatro El Ensue�o                                          , TuBoleta    , https://tuboleta.com/es                                                 , 
BOG-0092    , Reverie (Estesis Danza)                                               , Compa��a Estesis Danza                                     , Teatro / Danza Contempor�nea                                                                                                                                                                                                                    , Teatro / Danza Contempor�nea    , Ni�os   , "Reverie, Estesis Danza, danza contempor�nea, Bogot�, Teatro El Ensue�o"                                                       , 23/11/25  , 14:00          , 23/11/25, 14:00      ,           90, Teatro El Ensue�o                                                , Tv 70 D #60-90 Sur                          , Ciudad Bol�var           , Bogot�, 4.585988405, -74.15866781,         60000,        200000, FALSO    , 5              , IDARTES / Teatro El Ensue�o                                          , TuBoleta    , https://tuboleta.com/es                                                 , 
BOG-0093    , Mar�a Mulata: Colcha de Retazos                                       , Mar�a Mulata                                               , M�sica / Familiar                                                                                                                                                                                                                               , M�sica / Familiar               , Familiar, "Mar�a Mulata, m�sica infantil, familia, Bogot�, Teatro El Ensue�o"                                                            , 30/11/25  , 14:00          , 30/11/25, 14:00      ,           90, Teatro El Ensue�o                                                , Tv 70 D #60-90 Sur                          , Ciudad Bol�var           , Bogot�, 4.585988405, -74.15866781,         60000,        200000, FALSO    , No especificada, IDARTES / Teatro El Ensue�o                                          , TuBoleta    , https://tuboleta.com/es                                                 , 
BOG-0094    , Vaner Stiv �lvarez � Percusi�n Sinf�nica                              , Vaner Stiv �lvarez                                         , M�sica / Cl�sica                                                                                                                                                                                                                                , M�sica / Cl�sica                , Familiar, "percusi�n sinf�nica, marimba, Bogot�, Luis �ngel Arango"                                                                      , 20/11/25  , 18:30          , 20/11/25, 18:30      ,           90, Biblioteca Luis �ngel Arango                                     , Calle 11 #4-14                              , La Candelaria            , Bogot�, 4.596834685, -74.07271797,         60000,        200000, FALSO    , No especificada, Ticket Fast S.A.S.                                                   , TuBoleta    , https://tuboleta.com/es                                                 , 
BOG-0095    , Alk?ra (14 Nov)                                                       , Compa��a multimedia Alk?ra                                 , Teatro / Experiencia multimedia                                                                                                                                                                                                                 , Teatro / Experiencia multimedia , Familiar, "Alk?ra, performance multimedia, danza, Bogot�, Teatro El Parque"                                                              , 14/11/25  , 18:30          , 14/11/25, 18:30      ,           90, Teatro El Parque                                                 , Cra 5 #36-05                                , Chapinero                , Bogot�, 4.623039559, -74.06369292,         60000,        200000, FALSO    , No especificada, IDARTES / Teatro El Parque                                           , TuBoleta    , https://tuboleta.com/es                                                 , 
BOG-0096    , Los Cachaquitos                                                       , Los Cachaquitos                                            , M�sica / Familiar                                                                                                                                                                                                                               , M�sica / Familiar               , Familiar, "Los Cachaquitos, m�sica infantil, Bogot�, Teatro El Parque"                                                                   , 16/11/25  , 14:30          , 16/11/25, 14:30      ,           90, Teatro El Parque                                                 , Cra 5 #36-05                                , Chapinero                , Bogot�, 4.623039559, -74.06369292,         60000,        200000, FALSO    , No especificada, IDARTES / Teatro El Parque                                           , TuBoleta    , https://tuboleta.com/es                                                 , 
BOG-0097    , The Cat Lady                                                          , The Cat Lady (Rep. Dominicana)                             , M�sica / Concierto                                                                                                                                                                                                                              , M�sica / Concierto              , Familiar, "The Cat Lady, rock alternativo, Bogot�, Teatro El Parque"                                                                     , 21/11/25  , 18:30          , 21/11/25, 18:30      ,           90, Teatro El Parque                                                 , Cra 5 #36-05                                , Chapinero                , Bogot�, 4.623039559, -74.06369292,         60000,        200000, FALSO    , No especificada, IDARTES / Teatro El Parque                                           , TuBoleta    , https://tuboleta.com/es                                                 , 
BOG-0098    , Alk?ra (4 Dic)                                                        , Compa��a multimedia Alk?ra                                 , Teatro / Experiencia multimedia                                                                                                                                                                                                                 , Teatro / Experiencia multimedia , Familiar, "Alk?ra, performance multimedia, danza, Bogot�, Teatro El Parque"                                                              , 04/12/25  , 18:30          , 04/12/25, 18:30      ,           90, Teatro El Parque                                                 , Cra 5 #36-05                                , Chapinero                , Bogot�, 4.623039559, -74.06369292,         60000,        200000, FALSO    , No especificada, IDARTES / Teatro El Parque                                           , TuBoleta    , https://tuboleta.com/es                                                 , 
BOG-0099    , Charlot y la F�brica de Chocolates                                    , DanceBog Ballet en Movimiento                              , Teatro / Familiar                                                                                                                                                                                                                               , Teatro / Familiar               , Familiar, "Charlot, ballet, familia, Bogot�, Teatro El Parque"                                                                           , 12/12/25  , 17:00          , 12/12/25, 17:00      ,           90, Teatro El Parque                                                 , Cra 5 #36-05                                , Chapinero                , Bogot�, 4.623039559, -74.06369292,         60000,        200000, FALSO    , 4              , DanceBog Ballet en Movimiento / Ticket Fast S.A.S.                   , TuBoleta    , https://tuboleta.com/es                                                 , 
BOG-0100    , Charlot y la F�brica de Chocolates                                    , DanceBog Ballet en Movimiento                              , Teatro / Familiar                                                                                                                                                                                                                               , Teatro / Familiar               , Familiar, "Charlot, ballet, familia, Bogot�, Teatro El Parque"                                                                           , 13/12/25  , 17:00          , 13/12/25, 17:00      ,           90, Teatro El Parque                                                 , Cra 5 #36-05                                , Chapinero                , Bogot�, 4.623039559, -74.06369292,         60000,        200000, FALSO    , 4              , DanceBog Ballet en Movimiento / Ticket Fast S.A.S.                   , TuBoleta    , https://tuboleta.com/es                                                 , 
BOG-0101    , Charlot y la F�brica de Chocolates                                    , DanceBog Ballet en Movimiento                              , Teatro / Familiar                                                                                                                                                                                                                               , Teatro / Familiar               , Familiar, "Charlot, ballet, familia, Bogot�, Teatro El Parque"                                                                           , 14/12/25  , 10:00          , 14/12/25, 10:00      ,           90, Teatro El Parque                                                 , Cra 5 #36-05                                , Chapinero                , Bogot�, 4.623039559, -74.06369292,         60000,        200000, FALSO    , 4              , DanceBog Ballet en Movimiento / Ticket Fast S.A.S.                   , TuBoleta    , https://tuboleta.com/es                                                 , 
BOG-0102    , Piezas Cortas: Ballet y Circo                                         , DanceBog Ballet en Movimiento                              , Teatro / Danza contempor�nea                                                                                                                                                                                                                    , Teatro / Danza contempor�nea    , Familiar, "ballet, circo, danza contempor�nea, Bogot�, Teatro El Parque"                                                                 , 12/12/25  , 19:00          , 12/12/25, 19:00      ,           90, Teatro El Parque                                                 , Cra 5 #36-05                                , Chapinero                , Bogot�, 4.623039559, -74.06369292,         60000,        200000, FALSO    , 4              , DanceBog Ballet en Movimiento / Ticket Fast S.A.S.                   , TuBoleta    , https://tuboleta.com/es                                                 , 
BOG-0103    , Piezas Cortas: Ballet y Circo                                         , DanceBog Ballet en Movimiento                              , Teatro / Danza contempor�nea                                                                                                                                                                                                                    , Teatro / Danza contempor�nea    , Familiar, "ballet, circo, danza contempor�nea, Bogot�, Teatro El Parque"                                                                 , 13/12/25  , 19:00          , 13/12/25, 19:00      ,           90, Teatro El Parque                                                 , Cra 5 #36-05                                , Chapinero                , Bogot�, 4.623039559, -74.06369292,         60000,        200000, FALSO    , 4              , DanceBog Ballet en Movimiento / Ticket Fast S.A.S.                   , TuBoleta    , https://tuboleta.com/es                                                 , 
BOG-0104    , Piezas Cortas: Ballet y Circo                                         , DanceBog Ballet en Movimiento                              , Teatro / Danza contempor�nea                                                                                                                                                                                                                    , Teatro / Danza contempor�nea    , Familiar, "ballet, circo, danza contempor�nea, Bogot�, Teatro El Parque"                                                                 , 14/12/25  , 12:00          , 14/12/25, 12:00      ,           90, Teatro El Parque                                                 , Cra 5 #36-05                                , Chapinero                , Bogot�, 4.623039559, -74.06369292,         60000,        200000, FALSO    , 4              , DanceBog Ballet en Movimiento / Ticket Fast S.A.S.                   , TuBoleta    , https://tuboleta.com/es                                                 , 
BOG-0105    , All We Need Is Love                                                   , Elenco de artistas invitados                               , M�sica / Tributo                                                                                                                                                                                                                                , M�sica / Tributo                , Familiar, "tributo, The Beatles, All We Need Is Love, Astor Plaza, Bogot�"                                                               , 03/12/25  , 20:00          , 03/12/25, 20:00      ,           90, Teatro Astor Plaza                                               , Calle 67 #11-58                             , Chapinero                , Bogot�, 4.653341659, -74.06187227,         60000,        200000, FALSO    , No especificada, Ticket Fast S.A.S.                                                   , TuBoleta    , https://tuboleta.com/es                                                 , 
BOG-0106    , Naviretro                                                             , Varios artistas retro                                      , M�sica / Festival                                                                                                                                                                                                                               , M�sica / Festival               , Adultos , "retro, navidad, m�sica ochentera, Astor Plaza, Bogot�"                                                                        , 20/12/25  , 20:00          , 20/12/25, 20:00      ,           90, Teatro Astor Plaza                                               , Calle 67 #11-58                             , Chapinero                , Bogot�, 4.653341659, -74.06187227,         60000,        200000, FALSO    , 18             , Ticket Fast S.A.S.                                                   , TuBoleta    , https://tuboleta.com/es                                                 , 
BOG-0107    , Jon Secada                                                            , Jon Secada                                                 , M�sica / Pop Latino                                                                                                                                                                                                                             , M�sica / Pop Latino             , Adultos , "Jon Secada, pop latino, baladas, Astor Plaza, Bogot�"                                                                         , 14/02/26  , 19:00          , 14/02/26, 19:00      ,           90, Teatro Astor Plaza                                               , Calle 67 #11-58                             , Chapinero                , Bogot�, 4.653341659, -74.06187227,         60000,        200000, FALSO    , 18             , Grupo Altavista / Ticket Fast S.A.S.                                 , TuBoleta    , https://tuboleta.com/es                                                 , 
BOG-0108    , Concierto Coro Filarm�nico Juvenil                                    , Coro Filarm�nico Juvenil                                   , M�sica / Cl�sica                                                                                                                                                                                                                                , M�sica / Cl�sica                , Ni�os   , "coro, filarm�nico, juvenil, Bogot�, Fabio Lozano"                                                                             , 14/11/25  , 19:00          , 14/11/25, 19:00      ,           90, Auditorio Fabio Lozano                                           , Cra 4 #22-61                                , La Candelaria            , Bogot�, 4.606193122, -74.06736736,         60000,        200000, FALSO    , 5              , Ticket Fast S.A.S.                                                   , TuBoleta    , https://tuboleta.com/es                                                 , 
BOG-0109    , Orquesta Sinf�nica de la Universidad Pedag�gica de Colombia           , Orquesta Sinf�nica de la Universidad Pedag�gica de Colombia, M�sica / Cl�sica                                                                                                                                                                                                                                , M�sica / Cl�sica                , Ni�os   , "orquesta sinf�nica, universidad pedag�gica, Bogot�, Fabio Lozano"                                                             , 18/11/25  , 19:00          , 18/11/25, 19:00      ,           90, Auditorio Fabio Lozano                                           , Cra 4 #22-61                                , La Candelaria            , Bogot�, 4.606193122, -74.06736736,         60000,        200000, FALSO    , 5              , Ticket Fast S.A.S.                                                   , TuBoleta    , https://tuboleta.com/es                                                 , 
BOG-0110    , Concierto Libertad: Orquesta Colombo Suiza                            , Orquesta Colombo Suiza                                     , M�sica / Cl�sica                                                                                                                                                                                                                                , M�sica / Cl�sica                , Ni�os   , "orquesta, colombo suiza, m�sica cl�sica, Bogot�, Fabio Lozano"                                                                , 21/11/25  , 19:00          , 21/11/25, 19:00      ,           90, Auditorio Fabio Lozano                                           , Cra 4 #22-61                                , La Candelaria            , Bogot�, 4.606193122, -74.06736736,         60000,        200000, FALSO    , 5              , Ticket Fast S.A.S.                                                   , TuBoleta    , https://tuboleta.com/es                                                 , 
BOG-0111    , Jumbo Open Bar 2025                                                   , Festival de Degustaci�n y M�sica                           , Festival / Experiencia                                                                                                                                                                                                                          , Festival / Experiencia          , Adultos , "Jumbo Open Bar, degustaci�n, festival, bebidas, Chamorro City Hall, Bogot�"                                                   , 06/11/25  , 18:00          , 06/11/25, 18:00      ,          600, Chamorro City Hall                                               , Norte de Bogot�                             , Usaqu�n                  , Bogot�, 4.739976295, -74.04889   ,         60000,        200000, FALSO    , 18             , Ditrum S.A.S. / Ticket Fast S.A.S.                                   , TuBoleta    , https://tuboleta.com/es                                                 , 
BOG-0112    , Jumbo Open Bar 2025                                                   , Festival de Degustaci�n y M�sica                           , Festival / Experiencia                                                                                                                                                                                                                          , Festival / Experiencia          , Adultos , "Jumbo Open Bar, degustaci�n, festival, bebidas, Chamorro City Hall, Bogot�"                                                   , 07/11/25  , 18:00          , 07/11/25, 18:00      ,          600, Chamorro City Hall                                               , Norte de Bogot�                             , Usaqu�n                  , Bogot�, 4.739976295, -74.04889   ,         60000,        200000, FALSO    , 18             , Ditrum S.A.S. / Ticket Fast S.A.S.                                   , TuBoleta    , https://tuboleta.com/es                                                 , 
BOG-0113    , Jumbo Open Bar 2025                                                   , Festival de Degustaci�n y M�sica                           , Festival / Experiencia                                                                                                                                                                                                                          , Festival / Experiencia          , Adultos , "Jumbo Open Bar, degustaci�n, festival, bebidas, Chamorro City Hall, Bogot�"                                                   , 08/11/25  , 18:00          , 08/11/25, 18:00      ,          600, Chamorro City Hall                                               , Norte de Bogot�                             , Usaqu�n                  , Bogot�, 4.739976295, -74.04889   ,         60000,        200000, FALSO    , 18             , Ditrum S.A.S. / Ticket Fast S.A.S.                                   , TuBoleta    , https://tuboleta.com/es                                                 , 
BOG-0114    , Monster Truck Bogot� 2025                                             , Show Internacional de Monster Trucks                       , Experiencia / Deporte Extremo                                                                                                                                                                                                                   , Experiencia / Deporte Extremo   , Ni�os   , "monster truck, freestyle motocross, BMX, show extremo, Movistar Arena, Bogot�"                                                , 30/11/25  , 14:00          , 30/11/25, 14:00      ,          180, Movistar Arena                                                   , Dg. 61c #26-36                              , Teusaquillo              , Bogot�, 4.649331822, -74.0772439 ,        120000,        500000, FALSO    , 2              , Show+ S.A.S / Ticket Fast S.A.S.                                     , TuBoleta    , https://tuboleta.com/es                                                 , 
BOG-0115    , Turistren � Bogot� a Zipaquir� (08/11/25)                             , Turistren S.A.                                             , Experiencia / Turismo / Familiar                                                                                                                                                                                                                , Experiencia                     , Familiar, "turistren, tren de la sabana, zipaquira, turismo, experiencia, Bogot�"                                                        , 08/11/25  , 08:45          , 08/11/25, 08:45      ,          600, Estaci�n de la Sabana                                            , Cl. 13 #18-2 a 18-98                        , Los M�rtires             , Bogot�, 4.607143913, -74.08341419,         80000,         90000, FALSO    , Todo p�blico   , Turistren S.A.                                                       , TuBoleta    , https://tuboleta.com/es                                                 , 
BOG-0116    , Turistren � Bogot� a Zipaquir� (09/11/25)                             , Turistren S.A.                                             , Experiencia / Turismo / Familiar                                                                                                                                                                                                                , Experiencia                     , Familiar, "turistren, tren de la sabana, zipaquira, turismo, experiencia, Bogot�"                                                        , 09/11/25  , 08:45          , 09/11/25, 08:45      ,          600, Estaci�n de la Sabana                                            , Cl. 13 #18-2 a 18-98                        , Los M�rtires             , Bogot�, 4.607143913, -74.08341419,         80000,         90000, FALSO    , Todo p�blico   , Turistren S.A.                                                       , TuBoleta    , https://tuboleta.com/es                                                 , 
BOG-0117    , Turistren � Bogot� a Zipaquir� (15/11/25)                             , Turistren S.A.                                             , Experiencia / Turismo / Familiar                                                                                                                                                                                                                , Experiencia / Turismo / Familiar, Familiar, "turistren, tren de la sabana, zipaquira, turismo, experiencia, Bogot�"                                                        , 15/11/25  , 08:45          , 15/11/25, 08:45      ,          600, Estaci�n de la Sabana                                            , Cl. 13 #18-2 a 18-98                        , Los M�rtires             , Bogot�, 4.607143913, -74.08341419,         80000,         90000, FALSO    , Todo p�blico   , Turistren S.A.                                                       , TuBoleta    , https://tuboleta.com/es                                                 , 
BOG-0118    , Turistren � Bogot� a Zipaquir� (16/11/25)                             , Turistren S.A.                                             , Experiencia / Turismo / Familiar                                                                                                                                                                                                                , Experiencia / Turismo / Familiar, Familiar, "turistren, tren de la sabana, zipaquira, turismo, experiencia, Bogot�"                                                        , 16/11/25  , 08:45          , 16/11/25, 08:45      ,          600, Estaci�n de la Sabana                                            , Cl. 13 #18-2 a 18-98                        , Los M�rtires             , Bogot�, 4.607143913, -74.08341419,         80000,         90000, FALSO    , Todo p�blico   , Turistren S.A.                                                       , TuBoleta    , https://tuboleta.com/es                                                 , 
BOG-0119    , Turistren � Bogot� a Zipaquir� (17/11/25)                             , Turistren S.A.                                             , Experiencia / Turismo / Familiar                                                                                                                                                                                                                , Experiencia / Turismo / Familiar, Familiar, "turistren, tren de la sabana, zipaquira, turismo, experiencia, Bogot�"                                                        , 17/11/25  , 08:45          , 17/11/25, 08:45      ,          600, Estaci�n de la Sabana                                            , Cl. 13 #18-2 a 18-98                        , Los M�rtires             , Bogot�, 4.607143913, -74.08341419,         80000,         90000, FALSO    , Todo p�blico   , Turistren S.A.                                                       , TuBoleta    , https://tuboleta.com/es                                                 , 
BOG-0120    , Turistren � Bogot� a Zipaquir� (22/11/25)                             , Turistren S.A.                                             , Experiencia / Turismo / Familiar                                                                                                                                                                                                                , Experiencia / Turismo / Familiar, Familiar, "turistren, tren de la sabana, zipaquira, turismo, experiencia, Bogot�"                                                        , 22/11/25  , 08:45          , 22/11/25, 08:45      ,          600, Estaci�n de la Sabana                                            , Cl. 13 #18-2 a 18-98                        , Los M�rtires             , Bogot�, 4.607143913, -74.08341419,         80000,         90000, FALSO    , Todo p�blico   , Turistren S.A.                                                       , TuBoleta    , https://tuboleta.com/es                                                 , 
BOG-0121    , Turistren � Bogot� a Zipaquir� (23/11/25)                             , Turistren S.A.                                             , Experiencia / Turismo / Familiar                                                                                                                                                                                                                , Experiencia / Turismo / Familiar, Familiar, "turistren, tren de la sabana, zipaquira, turismo, experiencia, Bogot�"                                                        , 23/11/25  , 08:45          , 23/11/25, 08:45      ,          600, Estaci�n de la Sabana                                            , Cl. 13 #18-2 a 18-98                        , Los M�rtires             , Bogot�, 4.607143913, -74.08341419,         80000,         90000, FALSO    , Todo p�blico   , Turistren S.A.                                                       , TuBoleta    , https://tuboleta.com/es                                                 , 
BOG-0122    , Turistren � Bogot� a Zipaquir� (24/11/25)                             , Turistren S.A.                                             , Experiencia / Turismo / Familiar                                                                                                                                                                                                                , Experiencia / Turismo / Familiar, Familiar, "turistren, tren de la sabana, zipaquira, turismo, experiencia, Bogot�"                                                        , 24/11/25  , 08:45          , 24/11/25, 08:45      ,          600, Estaci�n de la Sabana                                            , Cl. 13 #18-2 a 18-98                        , Los M�rtires             , Bogot�, 4.607143913, -74.08341419,         80000,         90000, FALSO    , Todo p�blico   , Turistren S.A.                                                       , TuBoleta    , https://tuboleta.com/es                                                 , 
BOG-0123    , Turistren � Bogot� a Zipaquir� (29/11/25)                             , Turistren S.A.                                             , Experiencia / Turismo / Familiar                                                                                                                                                                                                                , Experiencia / Turismo / Familiar, Familiar, "turistren, tren de la sabana, zipaquira, turismo, experiencia, Bogot�"                                                        , 29/11/25  , 08:45          , 29/11/25, 08:45      ,          600, Estaci�n de la Sabana                                            , Cl. 13 #18-2 a 18-98                        , Los M�rtires             , Bogot�, 4.607143913, -74.08341419,         80000,         90000, FALSO    , Todo p�blico   , Turistren S.A.                                                       , TuBoleta    , https://tuboleta.com/es                                                 , 
BOG-0124    , Turistren � Bogot� a Zipaquir� (30/11/25)                             , Turistren S.A.                                             , Experiencia / Turismo / Familiar                                                                                                                                                                                                                , Experiencia / Turismo / Familiar, Familiar, "turistren, tren de la sabana, zipaquira, turismo, experiencia, Bogot�"                                                        , 30/11/25  , 08:45          , 30/11/25, 08:45      ,          600, Estaci�n de la Sabana                                            , Cl. 13 #18-2 a 18-98                        , Los M�rtires             , Bogot�, 4.607143913, -74.08341419,         80000,         90000, FALSO    , Todo p�blico   , Turistren S.A.                                                       , TuBoleta    , https://tuboleta.com/es                                                 , 
BOG-0125    , Turistren � Bogot� a Zipaquir� (06/12/25)                             , Turistren S.A.                                             , Experiencia / Turismo / Familiar                                                                                                                                                                                                                , Experiencia / Turismo / Familiar, Familiar, "turistren, tren de la sabana, zipaquira, turismo, experiencia, Bogot�"                                                        , 06/12/25  , 08:45          , 06/12/25, 08:45      ,          600, Estaci�n de la Sabana                                            , Cl. 13 #18-2 a 18-98                        , Los M�rtires             , Bogot�, 4.607143913, -74.08341419,         80000,         90000, FALSO    , Todo p�blico   , Turistren S.A.                                                       , TuBoleta    , https://tuboleta.com/es                                                 , 
BOG-0126    , Turistren � Bogot� a Zipaquir� (07/12/25)                             , Turistren S.A.                                             , Experiencia / Turismo / Familiar                                                                                                                                                                                                                , Experiencia / Turismo / Familiar, Familiar, "turistren, tren de la sabana, zipaquira, turismo, experiencia, Bogot�"                                                        , 07/12/25  , 08:45          , 07/12/25, 08:45      ,          600, Estaci�n de la Sabana                                            , Cl. 13 #18-2 a 18-98                        , Los M�rtires             , Bogot�, 4.607143913, -74.08341419,         80000,         90000, FALSO    , Todo p�blico   , Turistren S.A.                                                       , TuBoleta    , https://tuboleta.com/es                                                 , 
BOG-0127    , Turistren � Bogot� a Zipaquir� (13/12/25)                             , Turistren S.A.                                             , Experiencia / Turismo / Familiar                                                                                                                                                                                                                , Experiencia / Turismo / Familiar, Familiar, "turistren, tren de la sabana, zipaquira, turismo, experiencia, Bogot�"                                                        , 13/12/25  , 08:45          , 13/12/25, 08:45      ,          600, Estaci�n de la Sabana                                            , Cl. 13 #18-2 a 18-98                        , Los M�rtires             , Bogot�, 4.607143913, -74.08341419,         80000,         90000, FALSO    , Todo p�blico   , Turistren S.A.                                                       , TuBoleta    , https://tuboleta.com/es                                                 , 
