event_id    , title                                                                 , Artist_name                                                , description                                                                                                                                                                                                                                     , category                        , audience, tags                                                                                                                           , date_start, doors_open_time, date_end, time_start , duration_min, venue_name                                                       , venue_address                               , localidad                , city  , lat        , lon         , price_min_cop, price_max_cop, is_free  , age_min        , organizer_name                                                       , source_name , source_url                                                              , image_url
BOG-0037    , La Pelota de Letras                                                   , Andr�s L�pez                                               , Teatro / Comedia                                                                                                                                                                                                                                , Teatro / Comedia                , Ni�os   , "Andr�s L�pez, generaciones, humor, stand-up, familia, Bogot�, Teatro Cafam"                                                   , 09/02/26  , 17:00          , 09/02/26, 17:00      ,           90, Teatro Cafam                                                     , Av. Cra 68 #90-88                           , Suba                     , Bogot�, 4.684871   , -74.07318   ,         60000,        200000, FALSO    , 7              , CAFAM                                                                , TuBoleta    , https://tuboleta.com/es                                                 , 
BOG-0038    , La Traves�a de Astromelia                                             , Estudio Caja Negra (Producci�n Teatral)                    , Teatro / Familiar                                                                                                                                                                                                                               , Teatro / Familiar               , Familiar, "Astromelia, infantil, teatro familiar, Bogot�, Teatro Estudio, Julio Mario Santo Domingo"                                     , 01/11/25  , 17:00          , 01/11/25, 17:00      ,           90, Teatro Estudio � Teatro Mayor Julio Mario Santo Domingo          , Calle 170 #67-51                            , Suba                     , Bogot�, 4.75671    , -74.06281   ,         60000,        200000, FALSO    , No especificada, Estudio Caja Negra / Teatro Mayor Julio Mario Santo Domingo          , TuBoleta    , https://tuboleta.com/es                                                 , 
BOG-0039    , La Traves�a de Astromelia                                             , Estudio Caja Negra (Producci�n Teatral)                    , Teatro / Familiar                                                                                                                                                                                                                               , Teatro / Familiar               , Familiar, "Astromelia, infantil, teatro familiar, Bogot�, Teatro Estudio, Julio Mario Santo Domingo"                                     , 02/11/25  , 11:00          , 02/11/25, 11:00      ,           90, Teatro Estudio � Teatro Mayor Julio Mario Santo Domingo          , Calle 170 #67-51                            , Suba                     , Bogot�, 4.75671    , -74.06281   ,         60000,        200000, FALSO    , No especificada, Estudio Caja Negra / Teatro Mayor Julio Mario Santo Domingo          , TuBoleta    , https://tuboleta.com/es                                                 , 
BOG-0040    , "Mal Pelo, Espa�a � Double Infinite. The Bluebird Call"               , Mal Pelo (Espa�a)                                          , Teatro / Danza Contempor�nea                                                                                                                                                                                                                    , Teatro / Danza Contempor�nea    , Jovenes , "Mal Pelo, danza contempor�nea, Double Infinite, Bluebird Call, Bogot�, Teatro Estudio, Julio Mario Santo Domingo"             , 07/11/25  , 20:00          , 07/11/25, 20:00      ,           90, Teatro Estudio � Teatro Mayor Julio Mario Santo Domingo          , Calle 170 #67-51                            , Suba                     , Bogot�, 4.75671    , -74.06281   ,         60000,        200000, FALSO    , 12             , Teatro Mayor Julio Mario Santo Domingo / TuBoleta                    , TuBoleta    , https://tuboleta.com/es                                                 , 
BOG-0041    , "Mal Pelo, Espa�a � Double Infinite. The Bluebird Call"               , Mal Pelo (Espa�a)                                          , Teatro / Danza Contempor�nea                                                                                                                                                                                                                    , Teatro / Danza Contempor�nea    , Jovenes , "Mal Pelo, danza contempor�nea, Double Infinite, Bluebird Call, Bogot�, Teatro Estudio, Julio Mario Santo Domingo"             , 08/11/25  , 20:00          , 08/11/25, 20:00      ,           90, Teatro Estudio � Teatro Mayor Julio Mario Santo Domingo          , Calle 170 #67-51                            , Suba                     , Bogot�, 4.75671    , -74.06281   ,         60000,        200000, FALSO    , 12             , Teatro Mayor Julio Mario Santo Domingo / TuBoleta                    , TuBoleta    , https://tuboleta.com/es                                                 , 
BOG-0042    , Concurso Internacional de Viol�n Ciudad de Bogot� � Final             , Finalistas del concurso internacional de viol�n            , M�sica / Cl�sica                                                                                                                                                                                                                                , M�sica / Cl�sica                , Familiar, "viol�n, concurso internacional, Bogot�, m�sica cl�sica, Teatro Mayor, Orquesta Filarm�nica de Bogot�"                         , 07/11/25  , 15:00          , 07/11/25, 15:00      ,           90, Teatro Mayor Julio Mario Santo Domingo                           , Calle 170 #67-51                            , Suba                     , Bogot�, 4.75671    , -74.06281   ,         60000,        200000, FALSO    , No especificada, Secretar�a de Cultura / Orquesta Filarm�nica de Bogot� / Teatro Mayor, TuBoleta    , https://tuboleta.com/es                                                 , 
BOG-0043    , Carminho � Festival de Fado 2025                                      , Carminho (Portugal)                                        , M�sica                                                                                                                                                                                                                                          , M�sica                          , Ni�os   , "Carminho, fado, festival de fado, Bogot�, Teatro Mayor Julio Mario Santo Domingo"                                             , 08/11/25  , 20:00          , 08/11/25, 20:00      ,           90, Teatro Mayor Julio Mario Santo Domingo                           , Calle 170 #67-51                            , Suba                     , Bogot�, 4.75671    , -74.06281   ,         60000,        200000, FALSO    , 6              , Festival de Fado Bogot� / Teatro Mayor                               , TuBoleta    , https://tuboleta.com/es                                                 , 
BOG-0044    , Andr� Dias & Hugo Gamboias � Festival de Fado 2025                    , Andr� Dias & Hugo Gamboias                                 , M�sica                                                                                                                                                                                                                                          , M�sica                          , Ni�os   , "Andr� Dias, Hugo Gamboias, fado, festival de fado, Bogot�, Teatro Mayor"                                                      , 08/11/25  , 20:00          , 08/11/25, 20:00      ,           90, Teatro Mayor Julio Mario Santo Domingo                           , Calle 170 #67-51                            , Suba                     , Bogot�, 4.75671    , -74.06281   ,         60000,        200000, FALSO    , 6              , Festival de Fado Bogot� / Teatro Mayor                               , TuBoleta    , https://tuboleta.com/es                                                 , 
BOG-0045    , Julio Victoria � Sinfon�a Electr�nica 2025                            , Julio Victoria                                             , M�sica                                                                                                                                                                                                                                          , M�sica                          , Jovenes , "Julio Victoria, electr�nica, sinf�nica, Orquesta Filarm�nica de Mujeres de Bogot�, Bogot�, Teatro Mayor"                      , 09/11/25  , 17:30          , 09/11/25, 17:30      ,           90, Teatro Mayor Julio Mario Santo Domingo                           , Calle 170 #67-51                            , Suba                     , Bogot�, 4.75671    , -74.06281   ,         60000,        200000, FALSO    , 12             , Promotora Colombia S.A.S.                                            , TuBoleta    , https://tuboleta.com/es                                                 , 
BOG-0046    , Movimiento en Colectivo (MEC) � Gente de Chonta                       , Movimiento en Colectivo (MEC)                              , Teatro / Danza contempor�nea                                                                                                                                                                                                                    , Teatro / Danza contempor�nea    , Familiar, "Movimiento en Colectivo, danza contempor�nea, Gente de Chonta, Bogot�, Teatro Estudio, Teatro Mayor Julio Mario Santo Domingo", 14/11/25  , 20:00          , 14/11/25, 20:00      ,           90, Teatro Estudio � Teatro Mayor Julio Mario Santo Domingo          , Calle 170 #67-51                            , Suba                     , Bogot�, 4.75671    , -74.06281   ,         60000,        200000, FALSO    , No especificada, Fundaci�n de Amigos del Teatro Mayor / TuBoleta                      , TuBoleta    , https://tuboleta.com/es                                                 , 
BOG-0047    , Movimiento en Colectivo (MEC) � Gente de Chonta                       , Movimiento en Colectivo (MEC)                              , Teatro / Danza contempor�nea                                                                                                                                                                                                                    , Teatro / Danza contempor�nea    , Familiar, "Movimiento en Colectivo, danza contempor�nea, Gente de Chonta, Bogot�, Teatro Estudio, Teatro Mayor Julio Mario Santo Domingo", 15/11/25  , 20:00          , 15/11/25, 20:00      ,           90, Teatro Estudio � Teatro Mayor Julio Mario Santo Domingo          , Calle 170 #67-51                            , Suba                     , Bogot�, 4.75671    , -74.06281   ,         60000,        200000, FALSO    , No especificada, Fundaci�n de Amigos del Teatro Mayor / TuBoleta                      , TuBoleta    , https://tuboleta.com/es                                                 , 
BOG-0048    , Eduardo Bandola y los Bandoleros de la M�sica                         , Eduardo Bandola & Los Bandoleros de la M�sica              , M�sica                                                                                                                                                                                                                                          , M�sica                          , Familiar, "Eduardo Bandola, bandoleros de la m�sica, m�sica colombiana, concierto, Bogot�, Teatro Estudio"                               , 16/11/25  , 17:00          , 16/11/25, 17:00      ,           90, Teatro Estudio � Teatro Mayor Julio Mario Santo Domingo          , Calle 170 #67-51                            , Suba                     , Bogot�, 4.75671    , -74.06281   ,         60000,        200000, FALSO    , No especificada, Ticket Fast S.A.S. / TuBoleta                                        , TuBoleta    , https://tuboleta.com/es                                                 , 
BOG-0049    , LOrfeo � Favola in Musica de Claudio Monteverdi                       , Camila Toro Estudio Vocal & Academia de M�sica Antigua     , M�sica / Cl�sica                                                                                                                                                                                                                                , M�sica / Cl�sica                , Familiar, "Monteverdi, L�Orfeo, �pera barroca, Bogot�, Teatro Estudio, Claudio Monteverdi"                                               , 18/11/25  , 20:00          , 18/11/25, 20:00      ,           90, Teatro Estudio � Julio Mario Santo Domingo                       , Calle 170 #67-51                            , Suba                     , Bogot�, 4.75671    , -74.06281   ,         60000,        200000, FALSO    , No especificada, Fundaci�n de Amigos del Teatro Mayor                                 , TuBoleta    , https://tuboleta.com/es                                                 , 
BOG-0050    , "Ballet Preljocaj, Francia � Gravity"                                 , Ballet Preljocaj (Francia)                                 , Teatro / Danza contempor�nea                                                                                                                                                                                                                    , Teatro / Danza contempor�nea    , Jovenes , "Ballet Preljocaj, danza contempor�nea, Gravity, Bogot�, Teatro Mayor, Julio Mario Santo Domingo"                              , 21/11/25  , 20:00          , 21/11/25, 20:00      ,           90, Teatro Mayor Julio Mario Santo Domingo                           , Calle 170 #67-51                            , Suba                     , Bogot�, 4.75671    , -74.06281   ,         60000,        200000, FALSO    , 14             , Fundaci�n de Amigos del Teatro Mayor / TuBoleta                      , TuBoleta    , https://tuboleta.com/es                                                 , 
BOG-0051    , "Ballet Preljocaj, Francia � Gravity"                                 , Ballet Preljocaj (Francia)                                 , Teatro / Danza contempor�nea                                                                                                                                                                                                                    , Teatro / Danza contempor�nea    , Jovenes , "Ballet Preljocaj, danza contempor�nea, Gravity, Bogot�, Teatro Mayor, Julio Mario Santo Domingo"                              , 22/11/25  , 20:00          , 22/11/25, 20:00      ,           90, Teatro Mayor Julio Mario Santo Domingo                           , Calle 170 #67-51                            , Suba                     , Bogot�, 4.75671    , -74.06281   ,         60000,        200000, FALSO    , 14             , Fundaci�n de Amigos del Teatro Mayor / TuBoleta                      , TuBoleta    , https://tuboleta.com/es                                                 , 
BOG-0052    , Salsa y bolero con Juan Pablo Vega y sus Cachacoletos                 , Juan Pablo Vega & sus Cachacoletos                         , M�sica                                                                                                                                                                                                                                          , M�sica                          , Familiar, "Juan Pablo Vega, Cachacoletos, salsa, bolero, concierto, Bogot�, Teatro Mayor"                                                , 23/11/25  , 17:00          , 23/11/25, 17:00      ,           90, Teatro Mayor Julio Mario Santo Domingo                           , Calle 170 #67-51                            , Suba                     , Bogot�, 4.75671    , -74.06281   ,         60000,        200000, FALSO    , No especificada, TuBoleta / Ticket Fast S.A.S.                                        , TuBoleta    , https://tuboleta.com/es                                                 , 
BOG-0053    , Orquesta Filarm�nica de Bogot�                                        , Orquesta Filarm�nica de Bogot�                             , M�sica / Cl�sica                                                                                                                                                                                                                                , M�sica / Cl�sica                , Familiar, "Orquesta Filarm�nica de Bogot�, sinf�nico, concierto cl�sico, Bogot�, Teatro Mayor Julio Mario Santo Domingo"                 , 30/11/25  , 17:00          , 30/11/25, 17:00      ,          180, Teatro Mayor Julio Mario Santo Domingo                           , Calle 170 #67-51                            , Suba                     , Bogot�, 4.75671    , -74.06281   ,         60000,        200000, FALSO    , No especificada, Secretar�a de Cultura / Orquesta Filarm�nica de Bogot�               , TuBoleta    , https://tuboleta.com/es                                                 , 
BOG-0054    , Puerto Candelaria � Big Band                                          , Puerto Candelaria                                          , M�sica                                                                                                                                                                                                                                          , M�sica                          , Familiar, "Puerto Candelaria, big band, cumbia, jazz colombiano, Bogot�, concierto"                                                      , 21/06/25  , 19:30          , 21/06/25, 19:30      ,          180, Teatro Col�n � Centro Nacional de las Artes Delia Zapata Olivella, Calle 10 #5-32                              , La Candelaria            , Bogot�, 4.5966666  , -74.0744201 ,         60000,        200000, FALSO    , No especificada, Merl�n Producciones / Puerto Candelaria                              , TuBoleta    , https://tuboleta.com/es                                                 , 
BOG-0055    , El Mes�as de Georg Friedrich H�ndel                                   , Orquesta Filarm�nica de Bogot� & Coro                      , M�sica / Cl�sica                                                                                                                                                                                                                                , M�sica / Cl�sica                , Familiar, "H�ndel, El Mes�as, m�sica barroca, Bogot�, Teatro Mayor Julio Mario Santo Domingo"                                            , 06/12/25  , 17:00          , 06/12/25, 17:00      ,           90, Teatro Mayor Julio Mario Santo Domingo                           , Calle 170 #67-51                            , Suba                     , Bogot�, 4.5966666  , -74.0744201 ,         60000,        200000, FALSO    , No especificada, Orquesta Filarm�nica de Bogot� / Teatro Mayor                        , TuBoleta    , https://tuboleta.com/es                                                 , 
BOG-0056    , El Mes�as de Georg Friedrich H�ndel                                   , Orquesta Filarm�nica de Bogot� & Coro                      , M�sica / Cl�sica                                                                                                                                                                                                                                , M�sica / Cl�sica                , Familiar, "H�ndel, El Mes�as, m�sica barroca, Bogot�, Teatro Mayor Julio Mario Santo Domingo"                                            , 07/12/25  , 17:00          , 07/12/25, 17:00      ,           90, Teatro Mayor Julio Mario Santo Domingo                           , Calle 170 #67-51                            , Suba                     , Bogot�, 4.5966666  , -74.0744201 ,         60000,        200000, FALSO    , No especificada, Orquesta Filarm�nica de Bogot� / Teatro Mayor                        , TuBoleta    , https://tuboleta.com/es                                                 , 
BOG-0057    , Cascanueces � Gala Ben�fica Fundaci�n CRAN                            , Ballet / Fundaci�n CRAN                                    , Teatro / Familiar                                                                                                                                                                                                                               , Teatro / Familiar               , Familiar, "Cascanueces, ballet, beneficencia, Fundaci�n CRAN, Bogot�, Teatro Mayor Julio Mario Santo Domingo"                            , 11/12/25  , 20:00          , 11/12/25, 20:00      ,           90, Teatro Mayor Julio Mario Santo Domingo                           , Calle 170 #67-51                            , Suba                     , Bogot�, 4.5966666  , -74.0744201 ,         60000,        200000, FALSO    , No especificada, Fundaci�n CRAN                                                       , TuBoleta    , https://tuboleta.com/es                                                 , 
BOG-0058    , Cascanueces � Gala Ben�fica Fundaci�n CRAN                            , Ballet / Fundaci�n CRAN                                    , Teatro / Familiar                                                                                                                                                                                                                               , Teatro / Familiar               , Familiar, "Cascanueces, ballet, beneficencia, Fundaci�n CRAN, Bogot�, Teatro Mayor Julio Mario Santo Domingo"                            , 12/12/25  , 20:00          , 12/12/25, 20:00      ,           90, Teatro Mayor Julio Mario Santo Domingo                           , Calle 170 #67-51                            , Suba                     , Bogot�, 4.5966666  , -74.0744201 ,         60000,        200000, FALSO    , No especificada, Fundaci�n CRAN                                                       , TuBoleta    , https://tuboleta.com/es                                                 , 
BOG-0059    , Cascanueces � Gala Ben�fica Fundaci�n CRAN                            , Ballet / Fundaci�n CRAN                                    , Teatro / Familiar                                                                                                                                                                                                                               , Teatro / Familiar               , Familiar, "Cascanueces, ballet, beneficencia, Fundaci�n CRAN, Bogot�, Teatro Mayor Julio Mario Santo Domingo"                            , 13/12/25  , 20:00          , 13/12/25, 20:00      ,           90, Teatro Mayor Julio Mario Santo Domingo                           , Calle 170 #67-51                            , Suba                     , Bogot�, 4.5966666  , -74.0744201 ,         60000,        200000, FALSO    , No especificada, Fundaci�n CRAN                                                       , TuBoleta    , https://tuboleta.com/es                                                 , 
BOG-0060    , Navidad Filarm�nica                                                   , Orquesta Filarm�nica de Bogot�                             , M�sica / Cl�sica                                                                                                                                                                                                                                , M�sica / Cl�sica                , Familiar, "Navidad, Orquesta Filarm�nica de Bogot�, concierto navide�o, Bogot�, Teatro Mayor Julio Mario Santo Domingo"                  , 18/12/25  , 20:00          , 18/12/25, 20:00      ,          180, Teatro Mayor Julio Mario Santo Domingo                           , Calle 170 #67-51                            , Suba                     , Bogot�, 4.5966666  , -74.0744201 ,         60000,        200000, FALSO    , No especificada, Orquesta Filarm�nica de Bogot� / Teatro Mayor                        , TuBoleta    , https://tuboleta.com/es                                                 , 
BOG-0061    , Navidad Filarm�nica                                                   , Orquesta Filarm�nica de Bogot�                             , M�sica / Cl�sica                                                                                                                                                                                                                                , M�sica / Cl�sica                , Familiar, "Navidad, Orquesta Filarm�nica de Bogot�, concierto navide�o, Bogot�, Teatro Mayor Julio Mario Santo Domingo"                  , 20/12/25  , 17:00          , 20/12/25, 17:00      ,          180, Teatro Mayor Julio Mario Santo Domingo                           , Calle 170 #67-51                            , Suba                     , Bogot�, 4.5966666  , -74.0744201 ,         60000,        200000, FALSO    , No especificada, Orquesta Filarm�nica de Bogot� / Teatro Mayor                        , TuBoleta    , https://tuboleta.com/es                                                 , 
BOG-0062    , Navidad Filarm�nica                                                   , Orquesta Filarm�nica de Bogot�                             , M�sica / Cl�sica                                                                                                                                                                                                                                , M�sica / Cl�sica                , Familiar, "Navidad, Orquesta Filarm�nica de Bogot�, concierto navide�o, Bogot�, Teatro Mayor Julio Mario Santo Domingo"                  , 21/12/25  , 11:00          , 21/12/25, 11:00      ,          180, Teatro Mayor Julio Mario Santo Domingo                           , Calle 170 #67-51                            , Suba                     , Bogot�, 4.5966666  , -74.0744201 ,         60000,        200000, FALSO    , No especificada, Orquesta Filarm�nica de Bogot� / Teatro Mayor                        , TuBoleta    , https://tuboleta.com/es                                                 , 
BOG-0063    , Scrooge y los Fantasmas de la Navidad                                 , UR Misi Producciones & Orquesta Nueva Filarmon�a           , Teatro / Musical familiar                                                                                                                                                                                                                       , Teatro                          , Familiar, "Scrooge, navidad, musical, familia, Bogot�, Teatro Colsubsidio, UR Misi"                                                      , 22/11/25  , 15:00          , 22/11/25, 15:00      ,           90, Teatro Colsubsidio                                               , Av. El Dorado #25-40                        , Teusaquillo              , Bogot�, 4.623108585, -74.07802426,         60000,        200000, FALSO    , No especificada, UR Misi Producciones / Universidad del Rosario                       , TuBoleta    , https://tuboleta.com/es                                                 , 
BOG-0064    , Scrooge y los Fantasmas de la Navidad                                 , UR Misi Producciones & Orquesta Nueva Filarmon�a           , Teatro / Musical familiar                                                                                                                                                                                                                       , Teatro                          , Familiar, "Scrooge, navidad, musical, familia, Bogot�, Teatro Colsubsidio, UR Misi"                                                      , 22/11/25  , 19:30          , 22/11/25, 19:30      ,           90, Teatro Colsubsidio                                               , Av. El Dorado #25-40                        , Teusaquillo              , Bogot�, 4.623108585, -74.07802426,         60000,        200000, FALSO    , No especificada, UR Misi Producciones / Universidad del Rosario                       , TuBoleta    , https://tuboleta.com/es                                                 , 
BOG-0065    , Scrooge y los Fantasmas de la Navidad                                 , UR Misi Producciones & Orquesta Nueva Filarmon�a           , Teatro / Musical familiar                                                                                                                                                                                                                       , Teatro / Musical familiar       , Familiar, "Scrooge, navidad, musical, familia, Bogot�, Teatro Colsubsidio, UR Misi"                                                      , 23/11/25  , 16:00          , 23/11/25, 16:00      ,           90, Teatro Colsubsidio                                               , Av. El Dorado #25-40                        , Teusaquillo              , Bogot�, 4.623108585, -74.07802426,         60000,        200000, FALSO    , No especificada, UR Misi Producciones / Universidad del Rosario                       , TuBoleta    , https://tuboleta.com/es                                                 , 
BOG-0066    , Scrooge y los Fantasmas de la Navidad                                 , UR Misi Producciones & Orquesta Nueva Filarmon�a           , Teatro / Musical familiar                                                                                                                                                                                                                       , Teatro / Musical familiar       , Familiar, "Scrooge, navidad, musical, familia, Bogot�, Teatro Colsubsidio, UR Misi"                                                      , 27/11/25  , 19:30          , 27/11/25, 19:30      ,           90, Teatro Colsubsidio                                               , Av. El Dorado #25-40                        , Teusaquillo              , Bogot�, 4.623108585, -74.07802426,         60000,        200000, FALSO    , No especificada, UR Misi Producciones / Universidad del Rosario                       , TuBoleta    , https://tuboleta.com/es                                                 , 
BOG-0067    , Scrooge y los Fantasmas de la Navidad                                 , UR Misi Producciones & Orquesta Nueva Filarmon�a           , Teatro / Musical familiar                                                                                                                                                                                                                       , Teatro / Musical familiar       , Familiar, "Scrooge, navidad, musical, familia, Bogot�, Teatro Colsubsidio, UR Misi"                                                      , 28/11/25  , 19:30          , 28/11/25, 19:30      ,           90, Teatro Colsubsidio                                               , Av. El Dorado #25-40                        , Teusaquillo              , Bogot�, 4.623108585, -74.07802426,         60000,        200000, FALSO    , No especificada, UR Misi Producciones / Universidad del Rosario                       , TuBoleta    , https://tuboleta.com/es                                                 , 
BOG-0068    , Scrooge y los Fantasmas de la Navidad                                 , UR Misi Producciones & Orquesta Nueva Filarmon�a           , Teatro / Musical familiar                                                                                                                                                                                                                       , Teatro / Musical familiar       , Familiar, "Scrooge, navidad, musical, familia, Bogot�, Teatro Colsubsidio, UR Misi"                                                      , 29/11/25  , 15:00          , 29/11/25, 15:00      ,           90, Teatro Colsubsidio                                               , Av. El Dorado #25-40                        , Teusaquillo              , Bogot�, 4.623108585, -74.07802426,         60000,        200000, FALSO    , No especificada, UR Misi Producciones / Universidad del Rosario                       , TuBoleta    , https://tuboleta.com/es                                                 , 
BOG-0069    , Scrooge y los Fantasmas de la Navidad                                 , UR Misi Producciones & Orquesta Nueva Filarmon�a           , Teatro / Musical familiar                                                                                                                                                                                                                       , Teatro / Musical familiar       , Familiar, "Scrooge, navidad, musical, familia, Bogot�, Teatro Colsubsidio, UR Misi"                                                      , 29/11/25  , 19:30          , 29/11/25, 19:30      ,           90, Teatro Colsubsidio                                               , Av. El Dorado #25-40                        , Teusaquillo              , Bogot�, 4.623108585, -74.07802426,         60000,        200000, FALSO    , No especificada, UR Misi Producciones / Universidad del Rosario                       , TuBoleta    , https://tuboleta.com/es                                                 , 
BOG-0070    , Scrooge y los Fantasmas de la Navidad                                 , UR Misi Producciones & Orquesta Nueva Filarmon�a           , Teatro / Musical familiar                                                                                                                                                                                                                       , Teatro / Musical familiar       , Familiar, "Scrooge, navidad, musical, familia, Bogot�, Teatro Colsubsidio, UR Misi"                                                      , 30/11/25  , 16:00          , 30/11/25, 16:00      ,           90, Teatro Colsubsidio                                               , Av. El Dorado #25-40                        , Teusaquillo              , Bogot�, 4.623108585, -74.07802426,         60000,        200000, FALSO    , No especificada, UR Misi Producciones / Universidad del Rosario                       , TuBoleta    , https://tuboleta.com/es                                                 , 
BOG-0071    , Scrooge y los Fantasmas de la Navidad                                 , UR Misi Producciones & Orquesta Nueva Filarmon�a           , Teatro / Musical familiar                                                                                                                                                                                                                       , Teatro / Musical familiar       , Familiar, "Scrooge, navidad, musical, familia, Bogot�, Teatro Colsubsidio, UR Misi"                                                      , 04/12/25  , 19:30          , 04/12/25, 19:30      ,           90, Teatro Colsubsidio                                               , Av. El Dorado #25-40                        , Teusaquillo              , Bogot�, 4.623108585, -74.07802426,         60000,        200000, FALSO    , No especificada, UR Misi Producciones / Universidad del Rosario                       , TuBoleta    , https://tuboleta.com/es                                                 , 
BOG-0072    , Scrooge y los Fantasmas de la Navidad                                 , UR Misi Producciones & Orquesta Nueva Filarmon�a           , Teatro / Musical familiar                                                                                                                                                                                                                       , Teatro / Musical familiar       , Familiar, "Scrooge, navidad, musical, familia, Bogot�, Teatro Colsubsidio, UR Misi"                                                      , 05/12/25  , 19:30          , 05/12/25, 19:30      ,           90, Teatro Colsubsidio                                               , Av. El Dorado #25-40                        , Teusaquillo              , Bogot�, 4.623108585, -74.07802426,         60000,        200000, FALSO    , No especificada, UR Misi Producciones / Universidad del Rosario                       , TuBoleta    , https://tuboleta.com/es                                                 , 
BOG-0073    , Scrooge y los Fantasmas de la Navidad                                 , UR Misi Producciones & Orquesta Nueva Filarmon�a           , Teatro / Musical familiar                                                                                                                                                                                                                       , Teatro / Musical familiar       , Familiar, "Scrooge, navidad, musical, familia, Bogot�, Teatro Colsubsidio, UR Misi"                                                      , 06/12/25  , 15:00          , 06/12/25, 15:00      ,           90, Teatro Colsubsidio                                               , Av. El Dorado #25-40                        , Teusaquillo              , Bogot�, 4.623108585, -74.07802426,         60000,        200000, FALSO    , No especificada, UR Misi Producciones / Universidad del Rosario                       , TuBoleta    , https://tuboleta.com/es                                                 , 
BOG-0074    , Scrooge y los Fantasmas de la Navidad                                 , UR Misi Producciones & Orquesta Nueva Filarmon�a           , Teatro / Musical familiar                                                                                                                                                                                                                       , Teatro / Musical familiar       , Familiar, "Scrooge, navidad, musical, familia, Bogot�, Teatro Colsubsidio, UR Misi"                                                      , 06/12/25  , 19:30          , 06/12/25, 19:30      ,           90, Teatro Colsubsidio                                               , Av. El Dorado #25-40                        , Teusaquillo              , Bogot�, 4.623108585, -74.07802426,         60000,        200000, FALSO    , No especificada, UR Misi Producciones / Universidad del Rosario                       , TuBoleta    , https://tuboleta.com/es                                                 , 
BOG-0075    , Scrooge y los Fantasmas de la Navidad                                 , UR Misi Producciones & Orquesta Nueva Filarmon�a           , Teatro / Musical familiar                                                                                                                                                                                                                       , Teatro / Musical familiar       , Familiar, "Scrooge, navidad, musical, familia, Bogot�, Teatro Colsubsidio, UR Misi"                                                      , 07/12/25  , 16:00          , 07/12/25, 16:00      ,           90, Teatro Colsubsidio                                               , Av. El Dorado #25-40                        , Teusaquillo              , Bogot�, 4.623108585, -74.07802426,         60000,        200000, FALSO    , No especificada, UR Misi Producciones / Universidad del Rosario                       , TuBoleta    , https://tuboleta.com/es                                                 , 
BOG-0076    , Scrooge y los Fantasmas de la Navidad                                 , UR Misi Producciones & Orquesta Nueva Filarmon�a           , Teatro / Musical familiar                                                                                                                                                                                                                       , Teatro / Musical familiar       , Familiar, "Scrooge, navidad, musical, familia, Bogot�, Teatro Colsubsidio, UR Misi"                                                      , 08/12/25  , 16:00          , 08/12/25, 16:00      ,           90, Teatro Colsubsidio                                               , Av. El Dorado #25-40                        , Teusaquillo              , Bogot�, 4.623108585, -74.07802426,         60000,        200000, FALSO    , No especificada, UR Misi Producciones / Universidad del Rosario                       , TuBoleta    , https://tuboleta.com/es                                                 , 
BOG-0077    , Realidad Mental en Bogot�                                             , Realidad Mental                                            , M�sica                                                                                                                                                                                                                                          , M�sica                          , Ni�os   , "Realidad Mental, rap, hip-hop bogot�, concierto, Teatro Jorge Eli�cer Gait�n, Bogot�"                                         , 23/11/25  , 17:00          , 23/11/25, 17:00      ,           90, Teatro Jorge Eli�cer Gait�n                                      , Cra 7 #22-47                                , Santa Fe                 , Bogot�, 4.608688759, -74.07072737,         60000,        200000, FALSO    , 7              , Get Down Producciones S.A.S.                                         , TuBoleta    , https://tuboleta.com/es                                                 , 
BOG-0078    , Fonseca Sinf�nico 2025 � Bogot�                                       , Fonseca                                                    , M�sica                                                                                                                                                                                                                                          , M�sica                          , Ni�os   , "Fonseca, sinf�nico, concierto sinf�nico, Bogot�, Teatro Jorge Eli�cer Gait�n"                                                 , 25/11/25  , 20:00          , 25/11/25, 20:00      ,          180, Teatro Jorge Eli�cer Gait�n                                      , Cra 7 #22-47                                , Santa Fe                 , Bogot�, 4.608688759, -74.07072737,         60000,        200000, FALSO    , 7              , 10 Audio S.A.S. / Ticket Fast S.A.S.                                 , TuBoleta    , https://tuboleta.com/es                                                 , 
BOG-0079    , Julieta Venegas 2025 � Bogot�                                         , Julieta Venegas                                            , M�sica                                                                                                                                                                                                                                          , M�sica                          , Ni�os   , "Julieta Venegas, pop latino, concierto, Bogot�, Teatro Jorge Eli�cer Gait�n"                                                  , 27/11/25  , 18:30          , 27/11/25, 18:30      ,          180, Teatro Jorge Eli�cer Gait�n                                      , Cra 7 #22-47                                , Santa Fe                 , Bogot�, 4.608688759, -74.07072737,        100000,        650000, FALSO    , 7              , 10 Audio S.A.S. / Ticket Fast S.A.S.                                 , TuBoleta    , https://tuboleta.com/es                                                 , 
